0.096,-0.412,0.217,-85.779,-108.834,150.569
0.202,-0.357,0.136,-113.985,-131.766,197.104
0.378,-0.400,-0.140,-139.237,-182.071,211.936
0.366,-0.567,-0.198,-180.787,-222.392,215.760
-0.017,-0.737,-0.103,-200.627,-243.605,236.226
-0.365,-1.006,-0.090,-200.955,-250.437,249.730
-0.108,-1.392,-0.170,-194.077,-250.437,249.730
0.555,-1.622,0.015,-180.016,-250.437,249.730
1.269,-1.581,0.449,-128.680,-250.437,249.730
1.403,-1.292,0.902,-31.650,-175.208,249.730
0.746,-1.186,0.648,67.595,-110.819,249.730
0.225,-1.706,0.050,138.694,-188.880,249.730
0.603,-2.000,0.400,197.282,-216.018,244.921
1.049,-2.000,0.383,257.030,-149.544,218.096
1.300,-2.000,0.279,257.030,-122.384,150.012
1.110,-2.000,0.106,257.030,-118.682,64.615
1.101,-2.000,-0.033,257.030,-139.834,-18.721
1.156,-2.000,-0.150,257.030,-154.834,-108.988
0.989,-2.000,0.201,237.358,-132.735,-198.461
0.457,-2.000,0.703,230.526,-76.895,-240.354
0.461,-2.000,0.406,240.839,-86.880,-250.537
0.974,-2.000,0.203,181.534,-92.468,-250.537
1.151,-2.000,0.644,116.747,-66.758,-250.537
1.158,-2.000,0.790,90.915,-83.666,-250.537
1.086,-2.000,1.033,94.633,-105.636,-250.537
0.830,-2.000,0.730,112.007,-103.338,-250.537
1.143,-2.000,0.216,71.320,-108.079,-250.537
1.316,-2.000,0.062,17.839,-92.903,-250.537
1.132,-2.000,0.144,-26.512,-81.758,-250.537
0.766,-2.000,0.130,-51.474,-66.987,-250.537
0.335,-2.000,-0.223,-86.978,-78.659,-250.537
0.092,-1.788,-0.422,-153.024,-160.918,-250.537
-0.088,-1.618,-0.397,-227.795,-230.170,-250.537
-0.266,-1.484,-0.701,-243.237,-250.437,-250.537
-0.651,-1.541,-0.670,-243.237,-250.437,-250.537
-1.468,-1.832,-0.715,-243.237,-250.437,-250.537
-1.690,-2.000,-0.339,-243.237,-250.437,-54.232
-0.977,-2.000,0.847,-243.237,-250.437,145.554
-0.307,-2.000,1.641,-243.237,-250.437,249.730
-0.357,-2.000,1.461,-243.237,-250.437,249.730
-0.202,-2.000,0.772,-243.237,-250.437,249.730
0.695,-2.000,0.899,-243.237,-224.040,249.730
1.618,-2.000,1.393,-225.108,-180.392,249.730
2.000,-1.652,1.909,-121.253,-133.033,249.730
2.000,-1.365,1.886,29.747,-69.918,238.463
1.554,-1.431,0.977,105.205,-43.422,155.165
1.296,-1.445,0.527,126.679,-50.163,130.195
1.183,-1.362,0.310,124.946,-14.384,103.791
1.058,-1.290,0.150,106.007,9.647,95.646
1.145,-1.128,0.217,77.236,6.158,84.485

-0.219,-0.365,-0.352,-150.016,-95.941,-9.911
-0.418,-0.443,-0.409,-192.352,-152.079,12.279
-0.544,-0.522,-0.331,-235.230,-202.659,47.165
-0.560,-0.708,-0.198,-243.237,-247.117,89.867
-0.421,-0.977,-0.281,-243.237,-250.437,129.837
-0.109,-1.207,-0.132,-243.237,-250.437,152.478
0.007,-1.507,0.082,-233.726,-250.437,165.669
0.208,-1.714,0.307,-162.512,-250.437,180.348
0.087,-2.000,0.347,-51.604,-250.437,173.325
-0.004,-2.000,0.220,86.236,-250.437,173.486
0.033,-2.000,-0.059,217.167,-250.437,168.814
0.098,-2.000,-0.654,257.030,-250.437,132.783
0.041,-2.000,-0.702,257.030,-250.437,45.760
-0.332,-2.000,-0.646,257.030,-250.437,-9.194
-0.427,-2.000,-1.024,257.030,-189.460,-28.866
-0.216,-2.000,-0.883,257.030,-192.124,-102.812
0.043,-2.000,-0.823,257.030,-208.903,-211.591
0.090,-2.000,-0.406,247.999,-195.590,-250.537
-0.007,-2.000,0.199,219.083,-141.224,-250.537
-0.314,-2.000,0.419,235.686,-100.331,-250.537
-0.416,-2.000,-0.085,231.953,-143.644,-250.537
0.040,-2.000,-0.044,174.129,-191.514,-250.537
0.375,-2.000,0.102,109.602,-169.895,-250.537
0.316,-2.000,0.427,71.381,-117.934,-250.537
0.165,-2.000,0.441,81.839,-76.308,-250.537
0.000,-2.000,-0.188,73.411,-135.331,-250.537
-0.074,-2.000,-0.428,12.931,-250.437,-250.537
-0.063,-1.719,-0.137,-58.673,-250.437,-250.537
-0.115,-1.457,-0.153,-112.787,-250.437,-250.537
-0.056,-1.087,-0.483,-164.016,-250.437,-250.537
0.091,-0.703,-0.737,-234.184,-250.437,-250.537
0.108,-0.605,-0.613,-243.237,-250.437,-250.537
0.030,-0.656,-0.051,-243.237,-250.437,-246.324
0.031,-0.618,0.048,-243.237,-231.934,-161.133
-0.019,-0.476,0.168,-243.237,-124.498,-110.576
-0.215,-0.529,0.427,-243.237,-30.308,-62.202
-0.363,-0.578,0.821,-243.237,34.044,1.707
-0.196,-0.480,1.122,-243.237,79.112,64.760
0.115,-0.292,1.426,-243.237,24.059,87.753
0.472,-0.363,1.865,-216.413,-23.124,87.898
0.644,-0.515,1.933,-145.634,69.295,92.035
0.853,-0.355,1.585,-105.520,147.921,90.302
0.954,-0.056,1.239,-90.505,97.181,38.959
0.769,-0.034,1.199,-87.604,-11.010,-14.690
0.602,-0.109,1.467,-76.963,-49.422,-29.568
0.599,-0.084,1.618,-47.848,-12.766,-16.568
0.576,0.049,1.472,-14.153,31.479,-8.018
0.489,0.120,1.179,4.915,29.967,-1.621
0.483,0.143,0.986,1.434,11.738,6.722
0.622,0.201,0.979,-10.321,-15.071,11.356

1.383,0.231,-0.277,-58.665,-150.247,-50.850
1.196,0.136,-0.412,-90.314,-192.926,-87.660
0.978,0.042,-0.540,-124.451,-232.048,-103.827
0.744,0.012,-0.554,-166.695,-250.437,-105.156
0.547,0.055,-0.488,-193.245,-250.437,-92.728
0.310,-0.013,-0.505,-215.215,-250.437,-71.843
0.013,-0.149,-0.598,-238.955,-250.437,-34.293
-0.263,-0.245,-0.654,-243.237,-250.437,3.776
-0.549,-0.451,-0.208,-243.237,-250.437,59.402
-0.686,-0.723,0.287,-229.840,-250.437,144.371
-0.723,-1.002,0.280,-150.230,-250.437,229.340
